2020_07_28_0	New Zealand suspends extradition treaty with Hong Kong
2020_07_28_1	Attorney General Barr to defend use of federal agents to quell Portland protests
2020_07_28_2	Malaysia's Najib sentenced to over a decade in jail in 1MDB trial
2020_07_28_3	U.S. warns against planting unsolicited seeds from China
2020_07_28_4	Singapore spy case reawakens fears China recruiting on island state
2020_07_28_5	Negligence driving increase in German coronavirus cases: health institute
2020_07_28_6	South Korea to have solid fuel rockets in major deal with US
2020_07_28_7	Iran holds annual Gulf drill amid rising tensions with U.S.
2020_07_28_8	Hong Kong University sacks veteran democracy activist
2020_07_28_9	U.S. says air strike in Somalia killed one civilian, injured three
2020_07_28_10	Georgia governor withdraws emergency request to stop Atlanta mask mandate
2020_09_17_0	Travellers snap up Asian airlines' scenic 'flights to nowhere'
2020_09_17_1	Trump raises questions about TikTok-Oracle deal if ByteDance ties remain
2020_09_17_2	Biden warns UK on Brexit: No trade deal unless you respect Northern Irish peace pact
2020_09_17_3	Navalny team says nerve agent found on Russian hotel room water bottle
2020_09_17_5	Austria caps private indoor gatherings at 10 people as COVID-19 advances
2020_09_17_7	Ukraine-U.S. military exercises begin as Russia holds drills in Belarus
2020_09_17_8	Johnson & Johnson charged by New York with civil insurance fraud over opioid claims
2020_01_27_0	Trump told Bolton he wanted to hold Ukraine aid pending help on Biden probe: NYTimes
2020_01_27_1	Iraqi security forces kill protester, rockets hit U.S. embassy
2020_01_27_2	Trump to unveil Middle East peace plan to Israeli leaders this week
2020_01_27_3	There's something else at stake in Trump impeachment: control of U.S. Senate
2020_01_27_4	U.S. military plane crashes in Afghanistan: officials
2020_01_27_5	U.S. government urges Americans to reconsider travel to China because of coronavirus
2020_01_27_6	Epstein probe gets 'zero cooperation' from Prince Andrew - U.S. prosecutor
2020_01_27_7	Starr, lawyer who pursued Clinton and now defends Trump, rails against impeachment
2020_11_23_0	COVID-19 shots could reach first Americans by mid-December, top health official says
2020_11_23_1	Yemen rebels’ missile strikes Saudi oil facility in Jiddah
2020_11_23_2	AstraZeneca says COVID-19 'vaccine for the world' can be 90% effective
2020_11_23_3	China says it will respond to U.S. admiral visit to Taiwan
2020_11_23_4	Israeli cabinet minister confirms Netanyahu's Saudi meeting
2020_11_23_5	Saudi foreign minister denies meeting between Crown Prince and Israeli officials
2020_11_23_6	Greece considers capital boost for Aegean Airlines, shares fall
2020_11_23_7	'We've got your back' - Trump advisor vows U.S. support in South China Sea
2020_11_23_8	Turkey summons EU, Italian, German envoys over attempt to search ship for weapons
2020_11_23_9	Airline body IATA develops mobile apps for COVID-era travel
2020_11_23_10	Biden names Kerry as U.S. climate envoy, emphasizing diplomacy's role in the issue
2020_06_01_0	Bolsonaro joins rally against Brazil's top court; judge warns democracy at risk
2020_06_01_1	Fires burn near White House in violent U.S. protests
2020_06_01_2	Truck drives into protesters on Minneapolis highway
2020_06_01_3	Eli Lilly starts human study of potential COVID-19 antibody treatment
2020_06_01_4	Britain would not support readmittance of Russia to G7, says PM's spokesman
2020_06_01_5	DOJ urges appeals court to force dismissal of Flynn case
2020_06_01_6	High court backs Puerto Rico oversight board in blow to hedge funds
2020_06_01_7	Russia not welcome at G7, Canada's Trudeau says
2020_06_01_8	Taliban, al Qaeda retain ties despite U.S.-Taliban deal, U.N. monitors say
2020_06_01_9	Trump comments raise governor’s ire ahead of visit to Maine
2020_11_19_0	Report finds Australian troops unlawfully killed 39 Afghans
2020_11_19_1	'Five Eyes' alliance urges China to end crackdown on Hong Kong legislators
2020_11_19_2	Storm death toll rises in Central America as Honduran leader pleads for help
2020_11_19_3	Egyptian group: 2 employees arrested after diplomats’ visit
2020_11_19_4	Poland expects concessions after it vetoed EU budget
2020_11_19_5	U.S. airline CEOs renew request for more aid in letter to Congress
2020_11_19_6	Analysis: As regulators prepare to weigh in on 737 MAX, FAA's global dominance fades
2020_11_19_7	Hong Kong court rules that police complaints system breaches Bill of Rights
2020_11_19_8	Trump should quit and 'not be embarrassing', Czech president says
2020_11_19_9	Mexico's president: we didn't threaten to expel U.S. drug agents over General Cienfuegos arrest
2020_11_19_10	UK's Queen Elizabeth and husband Philip celebrate 73rd wedding anniversary
2020_10_10_0	Hurricane Delta weakens after churning into storm-battered Louisiana
2020_10_10_1	Armenia and Azerbaijan accuse each other of violating Nagorno-Karabakh ceasefire
2020_10_10_2	North Korea unveils 'monster' new intercontinental ballistic missile at parade
2020_10_10_3	Kyrgyz president strengthens hold on power as new PM named
2020_10_10_4	UK will explore every avenue for EU deal, PM Johnson tells France's Macron
2020_10_10_5	Judge lifts house arrest order against former Colombian President Uribe
2020_10_10_6	Men accused in plot on Michigan governor attended protests
2020_02_14_0	Barr swipes at Trump: Tweets make it ‘impossible’ to do job
2020_02_14_1	Senate rebukes Trump, votes to limit Iran war making ability
2020_02_14_2	Passengers on ship turned away over virus fears disembark in Cambodia
2020_02_14_3	Vietnam turns away cruise ship over coronavirus fears - state media
2020_02_14_4	U.S., Taliban reach violence reduction pact that could lead to U.S. withdrawal
2020_02_14_5	White House memo says strike on Iranian commander responded to past attacks
2020_02_14_6	Appeals court rejects Trump-approved Medicaid work requirements
2020_02_14_7	New York Mayor de Blasio endorses Sanders in 2020 Democratic race
2020_10_25_0	Afghan security forces kill senior al Qaeda leader al-Masri
2020_10_25_1	New fighting flares over Nagorno-Karabakh as Aliyev warns against Russian involvement
2020_10_25_2	Turkey extends east Med survey, Greece calls it an 'illegal move'
2020_10_25_3	Hundreds rally in Taiwan, call for release of 12 HK people arrested by China
2020_10_25_4	Pandemic election pays off for ruling British Columbia party
2020_05_30_0	EU urges U.S. to reconsider decision to cut ties with WHO
2020_11_01_0	Attacker with sword kills two, injures five in Quebec stabbings
2020_05_03_0	UK had contingency plan for Johnson's death as he battled COVID-19 - The Sun
2020_05_04_0	Brazil's Bolsonaro headlines anti-democratic rally, amid alarm over handling of virus
2020_05_04_1	Iran says U.S. push to extend Tehran's arms embargo is 'illegitimate'
2020_05_04_2	Ashimbayev elected Kazakhstan's Senate speaker in reshuffle
2020_05_04_3	Exclusive: Internal Chinese report warns Beijing faces Tiananmen-like global backlash over virus - sources
2020_05_04_4	Smooth sailing in U.S. Supreme Court's first teleconference case; Thomas joins fray
2019_12_25_0	Taiwan president urges more talks on contested China 'infiltration' bill
2019_12_25_1	'It doesn't matter if it's Christmas' - Hong Kong pro-democracy activists keep up protests
2019_12_25_2	Iran curbs internet before possible new protests: reports
2019_12_25_3	Gaza rocket sends Netanyahu to shelter during campaign rally - TV
2020_08_03_0	Microsoft to continue talks to buy TikTok from ByteDance
2020_08_03_1	Norway suspends cruise ship arrivals with 100+ people on board after virus outbreak
2020_08_03_2	Hundreds of prisoners flee before Afghan forces end Islamic State jail siege
2020_08_03_3	Commerzbank picks new chairman despite Cerberus opposition
2020_08_03_4	Lebanese foreign minister quits over slow reforms, Aoun adviser takes over
2020_08_03_5	John Hume, Northern Irish Catholic leader and Nobel Peace laureate, dies at 83
2020_08_03_6	Chinese artificial intelligence company files $1.4 billion lawsuit against Apple
2020_08_03_8	Former king Juan Carlos decides to leave Spain amid corruption allegations
2020_08_03_10	Pompeo, Taliban negotiator discuss Afghan peace process: Taliban spokesman
2020_08_03_11	House panel investigates DHS office over Portland, other protests
2020_03_16_0	Democratic White House contender Biden says he would pick a woman as vice president
2020_03_16_1	China sees fewer coronavirus cases, wary of international travellers
2020_03_16_2	Make us ventilators to fight coronavirus, UK asks Ford and Rolls Royce
2020_03_16_3	French antitrust regulator fines Apple $1.2 billion
2020_03_16_4	Exclusive: Flying blind - Marubeni's Gavilon ignored Brazilian red flags
2020_03_16_5	Slovak president Caputova to appoint new government on March 21
2020_03_16_6	U.S. airlines seek $50 billion coronavirus bailout to avoid collapse
2020_09_03_1	Trump encourages supporters to try to vote twice, sparking uproar
2020_09_03_2	U.S. Attorney General Barr says antifa 'flying around' U.S. to incite violence
2020_09_03_3	Poisoning of Russian opposition leader 'completely reprehensible': White House
2020_09_03_4	CORRECTED-UPDATE 9-More than 40 crew missing after cattle ship capsizes in storm off Japan
2020_09_03_5	Germany pressed to rethink Nord Stream 2 pipeline after Navalny poisoning
2020_09_03_6	Blaze breaks out again on oil tanker off Sri Lanka, cargo area intact
2020_09_03_7	Belarusian leader reshuffles security chiefs in face of mass protests
2020_09_03_8	Facebook to limit last-minute political ads in final U.S. election push
2020_09_03_9	Judge bars Kanye West from appearing on Arizona’s ballot
2020_09_03_10	Turkey's Erdogan, Germany's Merkel discuss east Mediterranean
2020_09_03_11	New York hedge fund founder charged with fraud over Neiman Marcus bankruptcy
2020_08_28_0	Musk confirms Tesla Nevada factory was target of 'serious' cyberattack
2020_08_28_1	Trump assails rival Biden in White House speech accepting nomination
2020_08_28_2	EU firms up Belarus blacklist as OSCE offers to mediate
2020_08_28_3	New march on Washington embraces history on fraught anniversary of King's speech
2020_08_28_4	British street artist Banksy funds refugee rescue boat
2020_08_28_5	Polar bear kills Dutch man in Norway's Arctic Svalbard archipelago
2020_08_28_6	Police try to foil Shi'ite gatherings in Indian Kashmir amid COVID curbs
2020_08_28_7	Four at Republican convention in North Carolina tested coronavirus positive, officials say
2020_08_28_8	U.S. House panel announces contempt proceedings against Pompeo
2020_08_28_9	Exclusive: Sanofi more confident about its coronavirus vaccines
2020_08_28_10	White House suggests $1.3 trillion coronavirus aid bill; Pelosi says not enough
2020_08_28_11	Zuckerberg says Facebook's failure to remove militia page an 'operational mistake'
2020_10_08_0	Russia says Kyrgyzstan is in chaos and needs stabilising
2020_10_08_1	Jakarta hit in third day of clashes against new jobs law
2020_10_08_2	Madrid court annuls central government's COVID-19 curbs on city
2020_10_08_3	Germany says Thai king cannot rule from there
2020_10_08_4	U.S. troops in Afghanistan should be 'home by Christmas' - Trump
2020_10_08_5	Trump ex-fundraiser charged for role in foreign lobbying
2020_10_08_6	U.S. imposes new Iran sanctions that may spook European banks
2020_08_11_0	Judge blocks Uber, Lyft from classifying drivers as contractors in California
2020_08_11_2	Hong Kong tycoon Jimmy Lai arrested under security law, bearing out 'worst fears'
2020_08_11_3	Gas explosion tears through Baltimore homes, at least one person killed
2020_08_11_4	Hong Kong's Apple Daily vows to fight on after owner arrested
2020_08_11_5	India's Modi urges ramped up testing and tracing to beat coronavirus
2020_08_11_6	Putin hails new Sputnik moment as Russia is first to approve a COVID-19 vaccine
2020_08_11_7	French privacy watchdog opens investigation into TikTok
2020_08_11_8	Turkey to issue Mediterranean exploration licences, raising tensions with Greece
2020_08_11_9	WHO says discussing new COVID-19 vaccine with Russia
2020_08_11_11	U.S. couple, stranded by coronavirus in Gaza, returning to 'scary' Florida
2020_08_11_12	Watchdog finds U.S. did not weigh civilian risks when pushing Saudi arms sales
2020_08_11_13	Half of daily 100,000 COVID-19 cases in Americas are in U.S.: WHO director
2020_08_11_14	Powerful storm leaves 2 dead, heavy crop damage in Midwest
2020_08_11_15	U.S. appeals court reverses antitrust ruling against Qualcomm
2020_08_11_16	Cannabis industry readies for M&A after COVID-19 boosts weed demand
2020_08_11_17	How Kamala Harris found the political identity that had eluded her
2020_03_23_0	Taliban-Afghan government Skype call breathes life into peace process
2020_03_23_1	Hungarian PM Orban insists on special powers to handle virus crisis, mulls lockdown
2020_03_23_2	Uber urges White House to include gig workers in coronavirus stimulus
2020_03_23_3	House Judiciary Committee postpones March 31 Barr hearing
2020_01_06_0	Iran says no limits on enrichment, stepping further from 2015 deal - TV
2020_01_06_1	White House prepares to brief lawmakers on Iranian leader’s killing
2020_01_06_2	France warns U.S. against digital tax retaliation
2020_01_06_3	Kenyan police arrest three for trying to breach British army camp
2020_01_06_4	Julián Castro endorses Warren for president
2020_01_06_5	Defense secretary's chief of staff to step down
2020_01_11_0	Oman's Sultan Qaboos dies; successor vows to pursue peace
2020_01_11_1	Ukrainian aircraft was shot down in Iran due to human error: Iran military statement
2020_01_11_2	North Korea says leaders' relations not enough after Trump sends birthday wishes to Kim
2020_01_11_3	Ukraine president expects full investigation, compensation from Iran on plane crash
2020_01_11_4	UK's Queen Elizabeth calls Prince Harry for crisis meeting
2020_06_20_0	U.S., Russian envoys to discuss arms control in Austria next week: State Department
2020_06_20_1	North Korea prepares anti-South leaflets amid heightened tensions
2020_06_20_2	Pompeo accuses U.N. body of hypocrisy after condemnation of U.S. police brutality
2020_06_20_3	Teenager killed in Seattle protest zone shooting, one wounded
2020_06_20_4	U.S. judge denies Trump's bid to block Bolton's book but criticizes ex-adviser
2020_06_20_5	Biden aide begins forming U.S. presidential transition team
2020_10_21_0	Pope says same-sex couples should be covered by civil union laws
2020_06_03_0	British PM Johnson tells China: We'll not walk away from Hong Kong people
2020_06_03_1	Temporary pact reached on funding South Korean workers at U.S. bases
2020_06_03_2	Donors promise Yemen $1.35 billion, falling short of U.N. target to save aid operations
2020_06_03_3	Controversial Republican congressman Steve King ousted in Iowa primary
2020_06_03_4	Republicans blast FBI Russia probe as Rosenstein defends Mueller
2020_06_03_5	Pope urges U.S reconciliation, condemns racism and street violence
2020_06_03_6	Trump administration to bar Chinese passenger carriers from flying to U.S.
2020_03_03_0	Netanyahu leads in Israeli election, but still lacks majority
2020_03_03_1	Colombia's Constitutional Court rules against legalizing abortion in first 16 weeks of pregnancy
2020_03_03_2	EU states call for speedy 2030 climate plan ahead of U.N. climate summit: letter
2020_03_03_3	Virginia Democratic primary results could be key indicator
2020_03_03_4	Coronavirus death toll in Washington state climbs to 9
2020_03_03_5	Biden has strong Super Tuesday showing, Sanders leads in California
2020_03_03_6	Turkey, Russia face off in Syria as fighting escalates, plane shot down
2020_03_03_7	Trump campaign sues Washington Post over opinion pieces, after suing NY Times
2020_03_20_0	Afghan military base stormed, 27 security personnel killed
2020_03_20_1	WHO message to youth on coronavirus: 'You are not invincible'
2020_06_23_0	U.S. drive for police reform hamstrung by deadlock in Congress
2020_06_23_1	U.S. Army soldier charged with plotting to help neo-Nazis attack his own unit
2020_06_23_2	White House adviser Navarro walks back on comments China trade deal 'over'
2020_06_23_3	U.N. Security Council to start talks on U.S. bid to extend Iran arms embargo
2020_06_23_4	Saudi-led coalition intercepts three ballistic missiles launched by Houthis: state TV
2020_06_23_5	U.S. Republican lawmakers urge Trump to reconsider Germany troop reduction plan
2020_06_23_6	Federal prosecutor says fear of Trump led to reversal on Stone sentencing memo
2020_05_28_0	Protests, looting erupt in Minneapolis over racially charged killing by police
2020_05_28_1	Trump move could scrap or weaken law that protects social media companies
2020_05_28_2	Huawei CFO Meng loses key court fight against extradition to United States
2020_05_28_3	China parliament advances Hong Kong security law as U.S. tensions rise
2020_05_28_4	Taiwan pledges help for fleeing Hong Kongers, riles China
2020_05_28_5	UK will increase visa rights if China pursues Hong Kong security law: BBC
2020_12_01_0	Ethiopian troops push for regional capital, rebels promise 'hell'
2020_12_01_1	Iranian MPs seek hardening of nuclear stance after scientist killed
2020_12_01_2	No-trade deal Brexit is still possible, UK minister says
2020_12_01_3	Italy's UniCredit says board would never agree to harmful deal
2020_12_01_4	U.N. seeks access to 96,000 Eritrean refugees in Tigray where food running out
2020_12_01_5	Barr sees no sign of major U.S. vote fraud despite Trump's claims
2020_12_28_0	Confrontation of Black teen at NYC hotel under investigation
2020_12_28_2	Saudi court jails women's rights activist, posing challenge for Biden
2020_12_28_3	”Impossible situation”: British skiers flee Swiss quarantine, destination unknown
2020_12_28_4	Coronavirus variant from South Africa found in Japan
2020_12_28_5	Man dead, officer wounded in shooting outside a state prison
2020_12_28_6	Swiss hand over remaining $150 million to U.S. from massive Ponzi scheme
2020_12_28_7	CVS, Walgreens begin Wisconsin nursing home vaccinations
2020_01_18_0	Ahead of tinder box Virginia gun rally, Trump says Constitution under attack
2020_01_18_1	Protesters gather at Paris theater to confront Macron over pension reform
2020_06_05_0	Dozens in Hong Kong stage pro-democracy protest in shopping mall
2020_06_05_1	Russia to respond in kind after Czech expulsion of two embassy staff: RIA
2020_06_05_2	U.S. forces conduct airstrikes on Taliban in Afghanistan
2020_06_05_3	Donald Trump says Warren Buffett makes a mistake selling airline stocks
2020_06_05_4	France says its army killed al Qaeda North Africa chief Droukdel
2020_06_11_0	Amazon pauses police use of its facial recognition tech for a year
2020_06_11_1	Walmart to stop keeping 'multicultural' beauty products in locked display cases
2020_06_11_2	North Korea says U.S. meddling in inter-Korean affairs could affect election
2020_06_11_3	Taiwan scrambles to ready for influx from Hong Kong protests
2020_06_11_4	Norway mosque shooter jailed for 21 years for murder, anti-terrorism offence
2020_06_11_5	Attacker and one adult die in Slovak school assault
2020_06_11_6	Turkish court jails U.S. consulate worker on terrorism charges
2020_06_11_7	After rebuke, top U.S. general says joining Trump church walk during protests was 'mistake'
2020_06_11_8	Former DEA official admits to posing as CIA agent in fraud scheme
2020_06_11_9	White House's top lawyer at the Supreme Court to resign
2020_08_06_0	Facebook, Twitter, YouTube pull Trump posts over coronavirus misinformation
2020_08_06_1	U.S. court allows Dakota Access oil pipeline to stay open, but permit status unclear
2020_08_06_3	Pompeo says U.N. Security Council to vote next week on extending Iran arms embargo
2020_08_06_4	Two U.S. senators seek ban on collecting customer biometric data without consent
2020_08_06_5	Chinese court sentences Canadian national to death for making drugs
2020_08_06_6	Malaysia arrests ex-finance minister on corruption charges
2020_08_06_7	Northern Ireland pauses pub reopening after spike in COVID-19 cases
2020_08_06_8	Ohio Gov. Mike DeWine says second Covid-19 test is negative
2020_08_06_9	U.S. Senate votes to ban TikTok app on government devices
2020_09_02_0	Afghanistan frees nearly 200 Taliban prisoners to push peace talks
2020_09_02_1	Cambodia's Khmer Rouge executioner turned born-again Christian, Duch, dies
2020_09_02_2	L.A. sheriff's deputies fatally shoot Black man after suspected bike violation
2020_09_02_3	Pentagon concerned by China's nuclear ambitions, expects warheads to double
2020_09_02_4	French leader in Baghdad, urges Iraqis to guard sovereignty
2020_09_02_5	'Hotel Rwanda' hero's family calls for an international trial
2020_09_02_6	Putin critic Navalny was poisoned with Novichok nerve agent, Merkel says
2020_09_02_7	Lawsuit seeks to ban Kanye West from Arizona ballot
2020_09_02_8	GM CEO Barra, Ivanka Trump talk jobs in a 2020 battleground
2020_09_02_9	U.S. blacklists ICC prosecutor over Afghanistan war crimes probe
2020_09_02_10	Harry and Meghan team up with Netflix in major Hollywood move
2020_09_02_11	Heathrow Airport consults unions over redundancies
2020_12_25_0	In Christmas message curbed by COVID, pope calls on nations to share vaccines
2020_12_25_1	Erdogan says Turkey would like better ties with Israel, Palestinian policy still ”red line”
2020_12_25_2	Russia jails historian for 12.5 years for grisly murder of student lover
2020_07_31_0	Twitter says spear-phishing attack on employees led to breach
2020_07_31_1	Portland protesters put out fires as feds withdraw
2020_07_31_2	Muslims perform Eid prayers, socially distanced and masked
2020_07_31_3	Germany warns against travel to three virus-hit Spanish regions
2020_07_31_4	U.S. to pay $2.1 billion to Sanofi, GSK, in COVID-19 vaccine deal
2020_07_31_5	U.S. imposes sanctions on Chinese company over abuse of Uighurs
2020_07_31_6	U.S. to have permanent troop presence in Poland as defence pact agreed
2020_07_31_7	Canada says requirements for Huawei CFO's extradition to U.S. met, documents show
2020_01_22_0	Saudi involved in hacking of Amazon boss Bezos' phone, U.N. report will say
2020_01_22_1	Brazil charges ex-Vale CEO with homicide for dam disaster
2020_01_22_2	U.S. decries Iran threat to withdraw from global nuclear treaty
2020_01_22_3	Huawei CFO's lawyers argue U.S. extradition charges not a crime in Canada
2020_01_22_4	With a nod from parliament, Greece gets first female president
2020_01_22_5	Exclusive: Giuliani told U.S. his client deserves leniency for financing Venezuela's opposition - Parnas
2020_01_22_6	Putin to discuss release of U.S.-Israeli woman jailed in Russia
2020_01_22_7	Democratic White House contender Gabbard sues Hillary Clinton for 'Russian asset' comment
2020_07_26_0	UK Defence Secretary to boost ability to handle space threat from Russia, China
2020_07_26_1	North Korea declares emergency in border town over first suspected COVID-19 case
2020_07_26_2	Seattle Black Lives Matter clashes spark 45 arrests, 21 police injured
2020_07_26_3	Spain is safe, minister insists as British quarantine move sows dismay
2020_07_26_4	Putin says Russian Navy to get hypersonic nuclear strike weapons
2020_02_22_0	New coronavirus cases fall in China, but WHO concerned by global spread
2020_02_22_1	Sanders blasts Russia for reportedly trying to boost his presidential campaign
2020_02_22_2	Man accused of stabbing London mosque prayer leader appears in court
2020_02_22_3	Boeing finds debris in fuel tanks of many undelivered 737 MAX jets
2020_02_22_4	South Korea coronavirus cases surge due to church, hospital outbreaks
2020_02_22_5	Buffett defends Berkshire stock push, reassures on future as profit smashes record
2020_02_22_6	IMF chief, Argentina flag path to new debt deal after G20 meet in Riyadh
2020_07_12_0	Florida sets one-day record with over 15,000 new COVID cases, more than most countries
2020_07_12_1	Schiff: Supporters of rule of law ’nauseated’ by Trump letting Roger Stone go free
2020_08_23_0	Northern Dynasty's U.S. unit denies report Alaska mine project to be blocked
2020_08_23_1	2 killed, police officer wounded in California shootout
2020_08_23_2	With China tensions rising, U.S. joins Taiwan to mark battle anniversary
2020_08_23_3	U.S.-led troops withdraw from Iraq's Taji base
2020_08_23_4	Iran says black boxes from downed Ukraine jet show missiles hit 25 seconds apart
2020_08_23_5	U.S. Secretary of State Pompeo to visit Sudan in coming days
2020_06_10_0	Sweden halts probe into 1986 murder of PM Olof Palme
2020_06_10_1	South Korea acts to stop defectors sending aid, messages to North Korea
2020_06_10_2	Pompeo chides HSBC for 'corporate kowtow' to Beijing
2020_06_10_3	Germany voices concern over Israeli annexation plan but does not mention sanctions
2020_06_10_4	Iran urges Russia, China to resist U.S. push to extend arms embargo
2020_06_10_5	Retired judge calls effort to drop case against ex-Trump aide 'gross abuse' of power
2020_11_02_0	With two days to go, Trump casts doubt on integrity of prolonged vote count
2020_11_02_1	Gunmen storm Kabul University, killing 22, in second deadly attack on students in just over a week
2020_11_16_0	We can stop COVID-19: Moderna vaccine success gives world more hope
2020_02_04_0	Partisan rancor on display as senators argue their positions in Trump impeachment trial
2020_02_04_1	South Korean woman tests positive for coronavirus after Thailand visit
2020_02_04_2	Taiwan calls China 'vile' for limiting WHO access during virus outbreak
2020_02_04_3	Two charity staff in Iran convicted of spying for CIA, jailed - Iran's judiciary
2020_02_04_4	Japanese robot could call last orders on human bartenders
2020_02_04_5	U.S. deploys 'more survivable' submarine-launched low-yield nuclear weapon
2020_02_04_6	Exclusive: iPhone app makers questioned in U.S. antitrust probe of Apple - sources
2020_02_04_7	Child among quarantined US evacuees hospitalized with fever
2020_01_16_0	Russian parliament backs Putin's pick for PM after 'January Revolution'
2020_01_16_1	U.S. watchdog says Trump administration violated law by withholding Ukraine aid
2020_09_19_0	Trump says he expects to have coronavirus vaccine for every American by April
2020_09_19_1	Trailblazing U.S. Supreme Court Justice Ginsburg dies; succession battle looms
2020_09_19_3	Trump’s 'maximum pressure' peaks just before election
2020_08_13_0	Taiwan to raise defence spending as China details combat drills
2020_08_13_1	New Zealand scrambles to contain coronavirus resurgence as it heads toward election
2020_08_13_2	Pakistan army chief to visit Saudi Arabia in quest to smooth ties
2020_08_13_3	Amid tensions with Turkey, Greece in joint manoeuvres with France
2020_08_13_4	Facebook, Twitter step up fight against misinformation on U.S. elections
2020_08_13_5	Ex-dividend trading trips FTSE 100; National Express tumbles
2020_08_13_6	Mass arrests in Ethiopia raise spectre of repressive past
2020_08_13_7	Senior Muslim Brotherhood figure dies in prison in Egypt
2020_08_13_9	U.S. says takes down militant groups' cryptocurrency fundraising effort
2020_08_13_10	Supreme Court blocks GOP bid to restore Rhode Island ballot rules waived because of virus
2020_08_13_11	Daimler agrees to U.S. diesel settlements worth nearly $3 billion
2020_08_13_12	U.S. Justice Department says Yale illegally discriminates against Asians, whites
2020_06_14_0	Protesters burn down Wendy's in Atlanta after police shooting
2020_06_14_1	North Korea warns of retaliatory actions over defectors in South
2020_06_14_2	Australian police arrest two after Captain Cook statue defaced
2020_06_14_3	Beijing steps up coronavirus measures as dozens of cases emerge from a food market
2020_06_14_4	Turkey and Russia put off talks expected to tackle Libya and Syria
2020_06_14_5	Black Lives Matter protesters march through Tokyo
2020_05_20_0	After U.S. warning, Iran says its navy will still operate in Gulf
2020_05_20_1	Man sentenced to death in Singapore on Zoom call
2020_05_20_2	U.S. Air Force F-35 fighter crashes in Florida, pilot stable
2020_05_20_3	Cyclone kills 14 in India, Bangladesh leaving trail of destruction
2020_05_20_4	Trump opens door to in-person G7 June meeting despite pandemic
2020_05_20_5	U.S. blacklists Iran's interior minister over human rights abuses
2020_05_20_6	Senate panel approves subpoena in Hunter Biden probe
2020_09_26_0	Paris knife attack suspect says he was targeting Charlie Hebdo - police source
2020_04_16_0	Iranian vessels come dangerously close to American military ships: U.S. military
2020_04_16_1	Gangnam smile: North Korean defector wins South Korea's swankiest seat
2020_04_16_2	Coronavirus could cause upheaval across Middle East - Red Cross
2020_04_16_3	Explainer: Who's WHO? The World Health Organization under scrutiny
2019_12_17_0	Republicans scoff at Chuck Schumer's impeachment trial proposal
2019_12_17_1	Pakistan sentences former dictator Musharraf to death in absentia
2019_12_17_2	Maria Butina, convicted in U.S. of being Russian agent, gets job as state TV host
2019_12_17_3	Trump plans to attend annual Davos economic forum -source familiar with the plan
2019_12_17_4	Senate sends massive defense bill for Trump to sign, creating Space Force
2019_12_17_5	No bond for former-Mexican official charged with bribery linked to Sinaloa cartel
2020_06_15_0	Protests held across California for third straight weekend
2020_06_15_1	Fears for Philippines press freedom as court finds Maria Ressa guilty of libel
2020_06_15_2	South Korea's Moon urges North to keep peace deals, return to talks
2020_06_15_3	Russia jails ex-U.S. marine for 16 years on spying charges
2020_06_15_4	Black Americans disproportionately die in police Taser confrontations
2020_06_15_5	Meatpacking workers often absent after Trump order to reopen
2020_06_15_6	In landmark ruling, Supreme Court bars discrimination against LGBT workers
2020_06_15_7	Trump critical of FDA decision to revoke emergency use of drug he has promoted for COVID-19
2020_06_15_8	U.S. accuses Venezuela's Maduro of seeking to rig upcoming vote
2020_06_15_9	Trump says ex-adviser Bolton will break the law if he publishes book
2020_02_12_0	Prosecutors quit as Justice Department seeks shorter sentence for Trump ally
2020_02_12_1	Sanders just beats Buttigieg in New Hampshire Democratic primary, Biden in fifth
2020_02_12_2	Foxconn aims to resume half of output in virus-hit China by month-end: source
2020_02_12_3	Turkey will hit Syrian govt forces anywhere if troops hurt - Erdogan
2020_02_12_4	Taiwan says it didn't need China's permission for WHO meeting
2020_02_12_5	Top oil gathering in London subdued as virus fears cut travel plans
2020_02_12_6	Northern Irish police charge man with murder of journalist Lyra McKee
2020_02_12_7	Attorney General William Barr to testify before House Judiciary Committee
2020_07_23_0	China launches its first unmanned mission to Mars
2020_07_23_1	U.S. prosecutors say Chinese researcher is evading arrest in San Francisco consulate
2020_07_23_2	China warns it 'must' retaliate after closure of Houston consulate
2020_07_23_3	Surge in eating at home cushions virus hit for Unilever
2020_07_23_4	German court convicts 93-year old man for Nazi crimes
2020_07_23_5	U.S. envoy condemns Afghan airstrikes against Taliban as civilians among 45 killed
2020_07_23_6	Ghislaine Maxwell fails to block release of documents, obtain gag order: U.S. court rulings
2020_07_23_7	Greek firefighters battle forest blaze for second day near seaside village
2020_07_23_8	Judge rules Cohen target of retaliation for Trump book, orders release from prison
2020_07_23_9	U.S. and Baltic states oppose Russian 'rewriting of history'
2020_07_23_10	Ex-Philadelphia Congressman Ozzie Myers charged with ballot box stuffing, bribery
2020_07_23_11	Trump, Russia's Putin, discuss arms control, Iran, coronavirus -statements
2020_07_23_12	Ukraine president demands swift probe after activist's house set ablaze
2020_07_23_13	Federal agents' use of force at protests faces internal U.S. government probes
2020_07_23_14	Trump cancels Republican convention in Florida after coronavirus spike
2020_08_26_0	Israel strikes Hezbollah posts in Lebanon after shots fired towards troops, says military
2020_08_26_1	Kremlin says does not want Navalny illness to damage ties with West
2020_08_26_2	Pompeo has closed-door meetings with Bahrain, UAE leaders
